std_val_loss,val_loss,epoch,step,train_raw_std_mse_loss,train_loss
0.7590469717979431,23.51740074157715,0,382,,
,,0,382,0.5248859524726868,22.446739196777344
0.722145140171051,22.374080657958984,1,765,,
,,1,765,0.43384212255477905,20.4073486328125
0.6379777789115906,19.766340255737305,2,1148,,
,,2,1148,0.3885458707809448,19.312646865844727
0.6460364460945129,20.016019821166992,3,1531,,
,,3,1531,0.3540012240409851,18.434146881103516
0.6061770915985107,18.781064987182617,4,1914,,
,,4,1914,0.3230665624141693,17.61029624938965
0.594075620174408,18.4061279296875,5,2297,,
,,5,2297,0.2999277710914612,16.967939376831055
0.5943934321403503,18.41597557067871,6,2680,,
,,6,2680,0.2779618203639984,16.33477783203125
0.5822795033454895,18.0406494140625,7,3063,,
,,7,3063,0.25643929839134216,15.689640998840332
0.5777274966239929,17.899616241455078,8,3446,,
,,8,3446,0.23991921544075012,15.175860404968262
0.5510727763175964,17.07377815246582,9,3829,,
,,9,3829,0.22464154660701752,14.684722900390625
0.5595483183860779,17.336376190185547,10,4212,,
,,10,4212,0.20683957636356354,14.09085750579834
0.5794708728790283,17.953632354736328,11,4595,,
,,11,4595,0.1903243213891983,13.51661205291748
0.5625213980674744,17.42848777770996,12,4978,,
,,12,4978,0.1778959482908249,13.067838668823242
0.5631564855575562,17.448163986206055,13,5361,,
,,13,5361,0.16288451850414276,12.504335403442383
0.540105402469635,16.733980178833008,14,5744,,
,,14,5744,0.1515979766845703,12.063332557678223
0.5702494382858276,17.667924880981445,15,6127,,
,,15,6127,0.13909804821014404,11.555299758911133
0.5425406098365784,16.809429168701172,16,6510,,
,,16,6510,0.12782461941242218,11.0771484375
0.541032612323761,16.762706756591797,17,6893,,
,,17,6893,0.1184626966714859,10.663784980773926
0.5469477772712708,16.945974349975586,18,7276,,
,,18,7276,0.10973767936229706,10.263571739196777
0.5512192845344543,17.078317642211914,19,7659,,
,,19,7659,0.1043434739112854,10.008139610290527
0.5465602278709412,16.93396759033203,20,8042,,
,,20,8042,0.0949329063296318,9.546171188354492
0.5484097003936768,16.991268157958984,21,8425,,
,,21,8425,0.08964725583791733,9.276609420776367
0.5349298119544983,16.573623657226562,22,8808,,
,,22,8808,0.08511161804199219,9.038891792297363
0.5570743083953857,17.259723663330078,23,9191,,
,,23,9191,0.08085312694311142,8.80986213684082
0.5464171171188354,16.929533004760742,24,9574,,
,,24,9574,0.07390676438808441,8.422920227050781
0.550825834274292,17.06612777709961,25,9957,,
,,25,9957,0.07019386440515518,8.208621978759766
0.5401057600975037,16.733989715576172,26,10340,,
,,26,10340,0.06715916842222214,8.029221534729004
0.5372487306594849,16.645469665527344,27,10723,,
,,27,10723,0.061993155628442764,7.714232444763184
0.553259015083313,17.14151382446289,28,11106,,
,,28,11106,0.06098465248942375,7.651225566864014
0.5386171340942383,16.687868118286133,29,11489,,
,,29,11489,0.05795348063111305,7.458653926849365
0.5344270467758179,16.558046340942383,30,11872,,
,,30,11872,0.055489957332611084,7.298401832580566
0.5453708171844482,16.89711570739746,31,12255,,
,,31,12255,0.05446944385766983,7.230981349945068
0.5296047925949097,16.408639907836914,32,12638,,
,,32,12638,0.05139416456222534,7.023888111114502
0.5320215225219727,16.483516693115234,33,13021,,
,,33,13021,0.05012189596891403,6.936404705047607
0.5292693972587585,16.39824676513672,34,13404,,
,,34,13404,0.04607556760311127,6.65052604675293
0.5334067344665527,16.52643585205078,35,13787,,
,,35,13787,0.046212028712034225,6.660367965698242
0.5325508117675781,16.499914169311523,36,14170,,
,,36,14170,0.044611606746912,6.54401969909668
0.5268721580505371,16.323976516723633,37,14553,,
,,37,14553,0.04378380998969078,6.483021259307861
0.5338670015335083,16.540695190429688,38,14936,,
,,38,14936,0.040858183056116104,6.262680530548096
0.524413526058197,16.247800827026367,39,15319,,
,,39,15319,0.03994501009583473,6.1922993659973145
0.5299651622772217,16.4198055267334,40,15702,,
,,40,15702,0.040011703968048096,6.197469234466553
0.5343139171600342,16.554542541503906,41,16085,,
,,41,16085,0.03799040615558624,6.0388994216918945
0.527991771697998,16.35866355895996,42,16468,,
,,42,16468,0.03549376502633095,5.837094306945801
0.5242148041725159,16.241641998291016,43,16851,,
,,43,16851,0.0358583964407444,5.86699914932251
0.5302661657333374,16.42913246154785,44,17234,,
,,44,17234,0.037296026945114136,5.983453273773193
0.5309296250343323,16.449687957763672,45,17617,,
,,45,17617,0.034113433212041855,5.722469329833984
0.5199989080429077,16.11102294921875,46,18000,,
,,46,18000,0.03480871394276619,5.780490398406982
0.5258783102035522,16.293182373046875,47,18383,,
,,47,18383,0.0331953801214695,5.644942760467529
0.530383288860321,16.43276023864746,48,18766,,
,,48,18766,0.03221426159143448,5.560896396636963
0.5210865139961243,16.144718170166016,49,19149,,
,,49,19149,0.03159116581082344,5.5068535804748535
0.5289747714996338,16.38912010192871,50,19532,,
,,50,19532,0.03077693283557892,5.435422897338867
0.5250703692436218,16.268150329589844,51,19915,,
,,51,19915,0.03040018118917942,5.4020514488220215
0.5263197422027588,16.306859970092773,52,20298,,
,,52,20298,0.029884258285164833,5.356017589569092
0.5247359275817871,16.257789611816406,53,20681,,
,,53,20681,0.029515888541936874,5.322904586791992
0.5228676199913025,16.199901580810547,54,21064,,
,,54,21064,0.02912699431180954,5.287721157073975
0.521378755569458,16.153776168823242,55,21447,,
,,55,21447,0.027926865965127945,5.177639484405518
0.5229225754737854,16.20160484313965,56,21830,,
,,56,21830,0.027500461786985397,5.137960433959961
0.5166266560554504,16.006540298461914,57,22213,,
,,57,22213,0.026864424347877502,5.078196048736572
0.519426703453064,16.09329605102539,58,22596,,
,,58,22596,0.026759259402751923,5.068245887756348
0.5158626437187195,15.982871055603027,59,22979,,
,,59,22979,0.026624562218785286,5.055474758148193
0.5188287496566772,16.07476806640625,60,23362,,
,,60,23362,0.02558516152203083,4.955811977386475
0.524221658706665,16.24185562133789,61,23745,,
,,61,23745,0.026744604110717773,5.066859245300293
0.5172690749168396,16.026445388793945,62,24128,,
,,62,24128,0.025171363726258278,4.915572166442871
0.5168793797492981,16.014371871948242,63,24511,,
,,63,24511,0.024511897936463356,4.850752830505371
0.5118935704231262,15.859896659851074,64,24894,,
,,64,24894,0.02471267059445381,4.870577812194824
0.5178669691085815,16.044967651367188,65,25277,,
,,65,25277,0.024231059476733208,4.822885036468506
0.5187800526618958,16.073259353637695,66,25660,,
,,66,25660,0.024168681353330612,4.8166728019714355
0.513709306716919,15.916153907775879,67,26043,,
,,67,26043,0.023308906704187393,4.730224132537842
0.5146996378898621,15.946836471557617,68,26426,,
,,68,26426,0.02333342283964157,4.7327094078063965
0.520715594291687,16.133228302001953,69,26809,,
,,69,26809,0.023061079904437065,4.705009937286377
0.5152713060379028,15.964548110961914,70,27192,,
,,70,27192,0.022454790771007538,4.6427483558654785
0.5143919587135315,15.937305450439453,71,27575,,
,,71,27575,0.022442404180765152,4.641468048095703
0.5167337656021118,16.009859085083008,72,27958,,
,,72,27958,0.022065123543143272,4.602287769317627
0.5122050642967224,15.869547843933105,73,28341,,
,,73,28341,0.02171923965215683,4.566074371337891
0.516821026802063,16.012563705444336,74,28724,,
,,74,28724,0.02155105583369732,4.5483622550964355
0.510992705821991,15.831986427307129,75,29107,,
,,75,29107,0.021379470825195312,4.530218601226807
0.5122847557067871,15.872016906738281,76,29490,,
,,76,29490,0.021294569596648216,4.521214962005615
0.5070595145225525,15.710125923156738,77,29873,,
,,77,29873,0.02042190171778202,4.4276041984558105
0.5134312510490417,15.907538414001465,78,30256,,
,,78,30256,0.021150214597582817,4.50586462020874
0.5191144347190857,16.083620071411133,79,30639,,
,,79,30639,0.02029571309685707,4.41390323638916
0.5066230297088623,15.696600914001465,80,31022,,
,,80,31022,0.01998092047870159,4.379539489746094
0.5084289908409119,15.752554893493652,81,31405,,
,,81,31405,0.01967020332813263,4.3453545570373535
0.5043747425079346,15.626943588256836,82,31788,,
,,82,31788,0.019938746467232704,4.374914646148682
0.5114603042602539,15.84647274017334,83,32171,,
,,83,32171,0.019375719130039215,4.312702655792236
0.5156278610229492,15.975594520568848,84,32554,,
,,84,32554,0.01943463459610939,4.319254398345947
0.5160074234008789,15.987354278564453,85,32937,,
,,85,32937,0.019039427861571312,4.2751145362854
0.5114259123802185,15.845407485961914,86,33320,,
,,86,33320,0.018917668610811234,4.261421203613281
0.5083544254302979,15.750243186950684,87,33703,,
,,87,33703,0.01937028393149376,4.312098979949951
0.5115604996681213,15.849577903747559,88,34086,,
,,88,34086,0.018714439123868942,4.238470554351807
0.5063405632972717,15.687849998474121,89,34469,,
,,89,34469,0.018155839294195175,4.174734592437744
0.5029134154319763,15.58166790008545,90,34852,,
,,90,34852,0.018112318590283394,4.169727325439453
0.5093841552734375,15.782148361206055,91,35235,,
,,91,35235,0.017595769837498665,4.109838485717773
0.5106242299079895,15.820569038391113,92,35618,,
,,92,35618,0.01739177480340004,4.085946559906006
0.5155273079872131,15.972479820251465,93,36001,,
,,93,36001,0.018150921911001205,4.174169063568115
0.5101484656333923,15.805828094482422,94,36384,,
,,94,36384,0.017732346430420876,4.125759124755859
0.5081295967102051,15.743278503417969,95,36767,,
,,95,36767,0.017488140612840652,4.097250461578369
0.5123323202133179,15.873490333557129,96,37150,,
,,96,37150,0.01734708808362484,4.08069372177124
0.5082587599754333,15.747279167175293,97,37533,,
,,97,37533,0.01708144322037697,4.049327373504639
0.5075016617774963,15.723823547363281,98,37916,,
,,98,37916,0.017600852996110916,4.110433101654053
0.5056132674217224,15.665314674377441,99,38299,,
,,99,38299,0.016686242073774338,4.0022101402282715
0.5088582038879395,15.765851974487305,100,38682,,
,,100,38682,0.01676900126039982,4.012124538421631
0.5093863606452942,15.78221607208252,101,39065,,
,,101,39065,0.016225052997469902,3.9465160369873047
0.5091128945350647,15.773743629455566,102,39448,,
,,102,39448,0.01678343489766121,4.01384973526001
0.5122008323669434,15.869415283203125,103,39831,,
,,103,39831,0.016666823998093605,3.9998812675476074
0.515738308429718,15.97901725769043,104,40214,,
,,104,40214,0.016791680827736855,4.014834403991699
0.5054320693016052,15.659701347351074,105,40597,,
,,105,40597,0.015322333201766014,3.8351564407348633
0.5081402063369751,15.743607521057129,106,40980,,
,,106,40980,0.015920039266347885,3.9092447757720947
0.5054453015327454,15.660110473632812,107,41363,,
,,107,41363,0.015774844214320183,3.89137601852417
0.5070707201957703,15.710472106933594,108,41746,,
,,108,41746,0.015453726053237915,3.8515658378601074
0.5054816007614136,15.661236763000488,109,42129,,
,,109,42129,0.015552343800663948,3.863835096359253
0.5059502720832825,15.675755500793457,110,42512,,
,,110,42512,0.015638872981071472,3.874568462371826
0.5076083540916443,15.727129936218262,111,42895,,
,,111,42895,0.015370593406260014,3.8411917686462402
0.5000982880592346,15.494444847106934,112,43278,,
,,112,43278,0.015266145579516888,3.8281188011169434
0.5144820809364319,15.940093994140625,113,43661,,
,,113,43661,0.015369473956525326,3.8410515785217285
0.5104010105133057,15.813652992248535,114,44044,,
,,114,44044,0.015564857982099056,3.8653905391693115
0.5048038363456726,15.640235900878906,115,44427,,
,,115,44427,0.015520666725933552,3.859898328781128
0.5079588890075684,15.737988471984863,116,44810,,
,,116,44810,0.01465555839240551,3.7507822513580322
0.507689893245697,15.729655265808105,117,45193,,
,,117,45193,0.014746468514204025,3.7623984813690186
0.5095040798187256,15.785863876342773,118,45576,,
,,118,45576,0.0147522808983922,3.76313853263855
0.5082444548606873,15.74683666229248,119,45959,,
,,119,45959,0.014865926466882229,3.7776060104370117
0.5078743100166321,15.735368728637695,120,46342,,
,,120,46342,0.01450681034475565,3.7316999435424805
