std_val_loss,val_loss,epoch,step,train_raw_std_mse_loss,train_loss
0.3649694621562958,11.30777645111084,0,382,,
,,0,382,0.11656985431909561,10.578251838684082
0.36172744631767273,11.207329750061035,1,765,,
,,1,765,0.09033921360969543,9.312339782714844
0.37583664059638977,11.6444730758667,2,1148,,
,,2,1148,0.07796655595302582,8.651168823242188
0.36476099491119385,11.301318168640137,3,1531,,
,,3,1531,0.0672524943947792,8.034794807434082
0.36879032850265503,11.42615795135498,4,1914,,
,,4,1914,0.06031687185168266,7.6092209815979
0.36792150139808655,11.399239540100098,5,2297,,
,,5,2297,0.05343326926231384,7.1618733406066895
0.36252641677856445,11.232083320617676,6,2680,,
,,6,2680,0.04751420393586159,6.753553867340088
0.38664528727531433,11.979353904724121,7,3063,,
,,7,3063,0.04367251694202423,6.474777698516846
0.3629695475101471,11.245814323425293,8,3446,,
,,8,3446,0.040902093052864075,6.266043186187744
0.3641156554222107,11.281323432922363,9,3829,,
,,9,3829,0.03741755709052086,5.993195056915283
0.3541891872882843,10.973773956298828,10,4212,,
,,10,4212,0.034898791462183,5.787964820861816
0.37290188670158386,11.553544998168945,11,4595,,
,,11,4595,0.03388587385416031,5.70335054397583
0.3723476231098175,11.536373138427734,12,4978,,
,,12,4978,0.03316099941730499,5.642017841339111
0.360796183347702,11.178476333618164,13,5361,,
,,13,5361,0.031375765800476074,5.488048076629639
0.375863641500473,11.645308494567871,14,5744,,
,,14,5744,0.029932688921689987,5.360354900360107
0.3774717152118683,11.69512939453125,15,6127,,
,,15,6127,0.028601570054888725,5.239811897277832
0.35637351870536804,11.041450500488281,16,6510,,
,,16,6510,0.026263192296028137,5.0210490226745605
0.3622496724128723,11.223509788513184,17,6893,,
,,17,6893,0.02532968483865261,4.931007385253906
0.3581511676311493,11.096527099609375,18,7276,,
,,18,7276,0.02503247931599617,4.9019927978515625
0.3624241054058075,11.228914260864258,19,7659,,
,,19,7659,0.025039127096533775,4.90264368057251
0.3659517765045166,11.338211059570312,20,8042,,
,,20,8042,0.024008607491850853,4.800695419311523
0.35963141918182373,11.142388343811035,21,8425,,
,,21,8425,0.024090226739645004,4.808850288391113
0.3567812740802765,11.054083824157715,22,8808,,
,,22,8808,0.02206099033355713,4.601858139038086
0.35966941714286804,11.143566131591797,23,9191,,
,,23,9191,0.022232763469219208,4.619739055633545
0.3567920923233032,11.054418563842773,24,9574,,
,,24,9574,0.021444646641612053,4.537118911743164
0.35683348774909973,11.055700302124023,25,9957,,
,,25,9957,0.02071922831237316,4.459719657897949
0.36367034912109375,11.267526626586914,26,10340,,
,,26,10340,0.02049434930086136,4.435450553894043
0.35835984349250793,11.102991104125977,27,10723,,
,,27,10723,0.020211726427078247,4.404761791229248
0.3709121644496918,11.491897583007812,28,11106,,
,,28,11106,0.02058323659002781,4.445058822631836
0.3582257628440857,11.098837852478027,29,11489,,
,,29,11489,0.019228380173444748,4.296273708343506
0.36587902903556824,11.335956573486328,30,11872,,
,,30,11872,0.01842086762189865,4.205093860626221
0.3540363907814026,10.969038009643555,31,12255,,
,,31,12255,0.01823209412395954,4.183492660522461
0.3575797975063324,11.07882308959961,32,12638,,
,,32,12638,0.01796657219529152,4.152917861938477
0.3607257902622223,11.176295280456543,33,13021,,
,,33,13021,0.018139667809009552,4.172874450683594
0.3521004915237427,10.909059524536133,34,13404,,
,,34,13404,0.016674844548106194,4.000843524932861
0.35181495547294617,10.900212287902832,35,13787,,
,,35,13787,0.01675507239997387,4.01045560836792
0.3653767704963684,11.320394515991211,36,14170,,
,,36,14170,0.01649888977408409,3.9796788692474365
0.3603519797325134,11.164713859558105,37,14553,,
,,37,14553,0.016878891736268997,4.0252485275268555
0.3573315739631653,11.071134567260742,38,14936,,
,,38,14936,0.015568280592560768,3.865813732147217
0.35660162568092346,11.048518180847168,39,15319,,
,,39,15319,0.015454898588359356,3.851710796356201
0.3613046407699585,11.194229125976562,40,15702,,
,,40,15702,0.01587744429707527,3.9040095806121826
0.35775789618492126,11.084342002868652,41,16085,,
,,41,16085,0.015484546311199665,3.8554046154022217
0.35855454206466675,11.109024047851562,42,16468,,
,,42,16468,0.014940003864467144,3.78700590133667
0.3615916669368744,11.20312213897705,43,16851,,
,,43,16851,0.014294615015387535,3.704308032989502
0.3641519546508789,11.282447814941406,44,17234,,
,,44,17234,0.014884003438055515,3.7799017429351807
0.35084009170532227,10.870009422302246,45,17617,,
,,45,17617,0.01446379441767931,3.7261619567871094
0.3533240854740143,10.946969985961914,46,18000,,
,,46,18000,0.01432060170918703,3.707672119140625
0.36614781618118286,11.344285011291504,47,18383,,
,,47,18383,0.014919880777597427,3.7844555377960205
0.3594159781932831,11.135713577270508,48,18766,,
,,48,18766,0.014013612642884254,3.6677162647247314
0.3609825670719147,11.18425178527832,49,19149,,
,,49,19149,0.013026312924921513,3.536155939102173
0.36124172806739807,11.192280769348145,50,19532,,
,,50,19532,0.01303092297166586,3.5367825031280518
0.365958034992218,11.33840560913086,51,19915,,
,,51,19915,0.013447790406644344,3.5929083824157715
0.3604225814342499,11.166901588439941,52,20298,,
,,52,20298,0.013139092363417149,3.5514304637908936
0.3590942919254303,11.125746726989746,53,20681,,
,,53,20681,0.013293248601257801,3.5722036361694336
0.3613426685333252,11.19540786743164,54,21064,,
,,54,21064,0.013800240121781826,3.639685869216919
0.3589494526386261,11.121259689331055,55,21447,,
,,55,21447,0.012462557293474674,3.4587905406951904
0.3556385040283203,11.0186767578125,56,21830,,
,,56,21830,0.011812972836196423,3.3674426078796387
0.3671392500400543,11.375001907348633,57,22213,,
,,57,22213,0.012267797254025936,3.431657552719116
0.3559267520904541,11.027607917785645,58,22596,,
,,58,22596,0.012336869724094868,3.441305160522461
0.36083802580833435,11.17977237701416,59,22979,,
,,59,22979,0.011871968396008015,3.3758411407470703
0.3667052984237671,11.361556053161621,60,23362,,
,,60,23362,0.011815907433629036,3.367861032485962
0.3537577986717224,10.960408210754395,61,23745,,
,,61,23745,0.012337032705545425,3.4413270950317383
0.3658568263053894,11.335269927978516,62,24128,,
