std_val_loss,val_loss,epoch,step,train_raw_std_mse_loss,train_loss
0.3026849031448364,9.378026962280273,0,382,,
,,0,382,0.06607089191675186,7.963901042938232
0.30229097604751587,9.365821838378906,1,765,,
,,1,765,0.03971351310610771,6.17432975769043
0.2996925115585327,9.28531265258789,2,1148,,
,,2,1148,0.02945280633866787,5.317213535308838
0.298612505197525,9.251852035522461,3,1531,,
,,3,1531,0.024124016985297203,4.812219619750977
0.3054758310317993,9.464496612548828,4,1914,,
,,4,1914,0.02157525345683098,4.5509138107299805
0.29890304803848267,9.26085376739502,5,2297,,
,,5,2297,0.019765006378293037,4.3558125495910645
0.2947380840778351,9.13181209564209,6,2680,,
,,6,2680,0.018069427460432053,4.164787769317627
0.2994697391986847,9.278411865234375,7,3063,,
,,7,3063,0.017082801088690758,4.049488544464111
0.29389554262161255,9.105707168579102,8,3446,,
,,8,3446,0.016083667054772377,3.9292819499969482
0.29663997888565063,9.190736770629883,9,3829,,
,,9,3829,0.016081493347883224,3.929016351699829
0.29030221700668335,8.994375228881836,10,4212,,
,,10,4212,0.01554886531084776,3.863403558731079
0.29906558990478516,9.265890121459961,11,4595,,
,,11,4595,0.015543424524366856,3.862727642059326
0.2970529794692993,9.203533172607422,12,4978,,
,,12,4978,0.015794573351740837,3.8938088417053223
0.301342636346817,9.33643913269043,13,5361,,
,,13,5361,0.014824798330664635,3.7723770141601562
0.3033061623573303,9.3972749710083,14,5744,,
,,14,5744,0.014601160772144794,3.7438151836395264
0.2945764660835266,9.126803398132324,15,6127,,
,,15,6127,0.014385923743247986,3.716118097305298
0.309818297624588,9.599038124084473,16,6510,,
,,16,6510,0.013967572711408138,3.661687135696411
0.29859769344329834,9.25139331817627,17,6893,,
,,17,6893,0.013863340020179749,3.6479992866516113
0.29704517126083374,9.203291893005371,18,7276,,
,,18,7276,0.012829506769776344,3.5093419551849365
0.29635077714920044,9.181777000427246,19,7659,,
,,19,7659,0.012850051745772362,3.5121512413024902
0.29548245668411255,9.154873847961426,20,8042,,
,,20,8042,0.012433607131242752,3.454771041870117
0.29799535870552063,9.232730865478516,21,8425,,
,,21,8425,0.012840379029512405,3.510828971862793
0.29996615648269653,9.293791770935059,22,8808,,
,,22,8808,0.012023553252220154,3.397324800491333
0.29820966720581055,9.239371299743652,23,9191,,
,,23,9191,0.01150650717318058,3.3234753608703613
0.2989271879196167,9.261601448059082,24,9574,,
,,24,9574,0.012476928532123566,3.4607837200164795
0.30824148654937744,9.55018424987793,25,9957,,
